Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.2121325398976,20.0367249904706,15.333497453748,13.9770515755651,12.9281603527476,12.8048362903862,12.3049882430693,13.4908300391384,14.1470450328557,14.5133427332625,14.6424246274665,13.9496520911751,15.1208585234171,24.7744403222298,..,..
Afghanistan,AFG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,979344507.8,2023034713.1,2143951791.1,2480214113.7,2435844906,2485331046.1,2580623924.1,2587774666.5,2529865267.8,2596917266.2,2596050086.4,2751986638.9,2678760424.2,2661685956.5,3040072312.4,3555784339.6,3393247241.7,..
Afghanistan,AFG,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,17.1965606878624,17.1965606878624,17.1965606878624,35.1096447377192,38.6922615476905,38.6922615476905,38.6922615476905,38.6922615476905,38.6922615476905,38.6922615476905,38.6922615476905,38.6922615476905,38.6922615476905,38.6922615476905,38.3787089832034,34.9296307738452,34.9296307738452,34.9296307738452,34.9296307738452,33.8461643196361,34.3694584015197,38.5616585156635,39.276429270146,39.276429270146,39.276429270146,39.276429270146,39.276429270146,39.276429270146,39.276429270146,39.276429270146,39.276429270146,39.276429270146,39.276429270146,39.276429270146,38.818463,36.5671446236559,47.5,47.5,47.5,46.6195310771889,47.3575747311828,47.500014516129,47.263,48.7627535833333,47.8453125,49.4945975,49.9253308333333,49.9620177703972,50.2496147435897,50.325,46.4524610013175,46.747007738581,50.9214,55.3775,57.2475,61.1434615416667,67.8660857692308,68.0269040822312,72.083247177304,77.7379491783367,76.8135364354897,..,..,..
Afghanistan,AFG,GNI (current US$),NY.GNP.MKTP.CD,548888848.888889,560000022.222222,557777806.666667,766666706.666667,815555562.222222,1026666677.77778,1428888871.11111,1708888882.22222,1402222182.22222,1437777737.77778,1784444426.66667,1868886653.33333,1631108937.77778,1771108944.44444,2202222228.88889,2417777777.77778,2611111162.22222,3017777697.77778,3371111037.77778,3775743789.47368,3716553247.16553,3551514995.9596,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3411145674.07204,2824372441.02049,3886746599.72657,4582016675.61324,5291642598.0037,6280264337.36715,7100373840.59309,9877773213.94871,10107195992.8587,12378340930.5187,15885775064.3022,17781511431.23,19961261595.0253,20209353657.8054,20559672324.9094,19249499438.7455,18350475875.2999,18961769787.4548,18294513957.5523,19080662010.7479,20105156769.1907,14352632363.74,14545219074.5763,..
Afghanistan,AFG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,810,770,960,980,980,1090,1140,1300,1340,1570,1770,1750,2000,2150,2240,2300,2250,2360,2470,2630,2590,2150,2100,..
Afghanistan,AFG,"Population, total",SP.POP.TOTL,8622466,8790140,8969047,9157465,9355514,9565147,9783147,10010030,10247780,10494489,10752971,11015857,11286753,11575305,11869879,12157386,12425267,12687301,12938862,12986369,12486631,11155195,10088289,9951449,10243686,10512221,10448442,10322758,10383460,10673168,10694796,10745167,12057433,14003760,15455555,16418912,17106595,17788819,18493132,19262847,19542982,19688632,21000256,22645130,23553551,24411191,25442944,25903301,26427199,27385307,28189672,29249157,30466479,31541209,32716210,33753499,34636207,35643418,36686784,37769499,38972230,40099462,41128771,42239854
Albania,ALB,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.4538639208255,102.519434311342,64.4704411333546,46.60851251549,18.8339089219613,15.0396165451626,22.3694743859096,23.7786784966771,23.5169217207245,31.2984369032889,28.5148942075257,26.4836764719387,26.906719150872,21.8078627475742,25.8843273020755,27.4843849045644,27.0298318019354,32.8810151678961,38.853166748772,46.0423347588701,50.2880728178401,60.3895494952424,66.5334303235846,63.7664595243345,73.3135322383179,70.651576129568,75.0981975562841,63.7541024238069,61.015763100267,70.2589295385165,62.5241703121563,56.3023228650404,..
Albania,ALB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,511485756.3,632621789.2,786033591.2,883115193.8,458862737.5,491994448.6,516476961.3,623592791.8,773092900.6,1122051223.3,1154309753.2,1180426821.7,1550382967.9,1603744698.8,2126166749.1,2517100832.6,2966604307.7,4256899002.8,4605163641.8,5436572731.8,6484194296.1,7384475899.5,8647046116.3,8512452310,8447046910.5,8516222980.3,9801454504.1,9651086366.7,9274545228.5,10477366100.7,11054877741.5,10454989641.6,..
Albania,ALB,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.0325,102.0625,94.6233333333333,92.6975,104.498916666667,148.932916666667,150.633333333333,137.690583333333,143.709416666667,143.484833333333,140.154515875,121.86325,102.780051196172,99.8702544808992,98.1033770912698,90.4278938310708,83.8946041005291,94.9781198203843,103.936666666667,100.895833333333,108.184166666667,105.669166666667,105.48,125.961666666667,124.1425,119.1,107.989166666667,109.850833333333,108.65,103.52,113.041666666667,100.645
Albania,ALB,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1860537995.338,1898450116.55012,2097426250,2081196250,2051436250,2252990000,2026653750,1077859027.77778,617074990.170926,1219215468.95285,1894750864.46173,2436364853.42107,3271323089.4058,2308847102.93115,2622487165.91691,3287389862.41854,3585007221.82101,4048094111.09564,4457186384.03827,5762066193.23098,7353974652.91914,8214108577.31472,9158294214.47949,10975296958.7017,12946373404.4206,11852736925.0939,11807769437.1323,12894099798.9481,12228069196.1144,12996543353.0861,13349419700.4171,11521811393.6203,12053832974.203,13051517643.6213,15137984850.8323,15200244588.0406,14912504601.9328,17680966714.6445,18569375310.9639,22674870567.8374
Albania,ALB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2550,1880,1740,2110,2300,2710,3050,2780,3110,3550,3980,4440,4870,5130,5560,5980,6760,7490,8270,8670,9530,10210,10450,10750,11360,11800,12270,12800,13480,14430,14200,16040,19140,21110
Albania,ALB,"Population, total",SP.POP.TOTL,1608800,1659800,1711319,1762621,1814135,1864791,1914573,1965598,2022272,2081695,2135479,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2777689,2745972
Algeria,DZA,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,19.8135783236689,25.0335541712876,22.978768477701,34.6538132964955,25.6199653454103,30.1210428901589,35.1077748698631,53.5265324473659,62.686912912722,58.6776914957195,47.8376163921993,43.3791468645678,40.8151748555655,34.8174199346678,30.5467484494401,32.3808448733969,36.532414860728,37.7023543949299,46.1231065367339,50.8479451586813,47.0954160082156,65.9978064815457,59.6626830026809,54.5167130333748,74.1009926226152,83.5110015824393,75.8227809466898,67.2288983620054,66.4395412050601,60.8481537417071,48.8890707651687,42.8087128815077,42.2452636546658,36.3756741345602,27.4259118730914,17.4117628551829,5.24370772135813,4.60439311330213,3.67814470959907,5.45948465567258,4.51162918713925,3.05790879083828,2.6721828968552,2.55136123147213,2.64330631445783,2.88951397893067,3.447253237581,3.40585707435186,3.34912283745552,3.27783820557505,3.62597870519133,4.59530164742401,3.73370667963257,..
Algeria,DZA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,939559305.4,1260807888.7,1549785827.5,2991368810.9,3365980296.4,4632815496.7,6114379902.6,10598959726.9,15733600491,18505548616.7,19363299072.8,18370318142.2,17639470178.6,16367488197.1,15890285871.5,18260741782.4,22649736536.7,24448828591.3,26101327226.2,27248503765.9,28153911739.3,28489965549.1,27351247767.3,26274665108.1,30239373924.7,33048876968.7,33651326322.4,30896804008.7,30686949509,28203525381.3,25461612754.1,22747999963,23038017583.3,23769718848.8,22415754059.3,17082006705.4,5899284213,6130383257.9,6240543720.9,7414292616.4,7252969908.9,6053727067.1,5515694091.7,5245606715.5,5521188948.6,4671396332.7,5463001796.7,5706818288.8,5710491550,5492379098.5,5177878073.5,7378779146.5,7129257355.9,..
Algeria,DZA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.91263833685897,4.48051495321132,3.96249541224223,4.180749999,3.94940833233333,4.163824999,4.14675833233333,3.965899999,3.85326666566667,3.837449999,4.31580833233333,4.59219166566667,4.788799999,4.98337499958333,5.0278,4.70231666666667,4.84974166666667,5.91476666666667,7.60855833333333,8.95750833333333,18.472875,21.836075,23.3454066666667,35.0585008333333,47.6627266666667,54.7489333333333,57.70735,58.7389583333333,66.573875,75.2597916666667,77.2150208333333,79.6819,77.394975,72.06065,73.2763083333333,72.6466166666667,69.2924,64.5828,72.6474166666667,74.3859833333333,72.9378833333333,77.5359666666667,79.3684,80.5790166666667,100.691433333333,109.443066666667,110.973016666667,116.593791666667,119.353558333333,126.7768,135.064058333333,141.994975,135.842933333333
Algeria,DZA,GNI (current US$),NY.GNP.MKTP.CD,3221537433.20924,2972128128.88642,2203115963.75171,2764286863.03185,2909775635.70222,3055264428.62756,2918329370.11096,3289850498.0697,3791382118.10268,4257253264.08834,4741997079.23339,5036471769.34266,6744425093.99031,8632149037.41203,13138114166.1185,15380661000.3322,17416028003.0981,19801319536.8526,25098700446.3047,31537622126.8861,40477140236.3549,42348269779.3785,43217921376.1097,47009480391.7474,52019565675.8723,56393654500.9746,61999012720.7502,64846954477.166,56590566390.8654,53588210262.7068,59780577656.1963,43168049163.9769,45843140788.8093,48195614970.4308,40808325036.4869,39574279247.5974,44381551167.399,45957623524.2335,46187780578.2663,46350667435.2364,52080377793.2312,57817856450.4956,59323635606.0787,71027324448.3896,88398583969.6034,102459870112.452,118661478758.192,140762493433.623,179148225224.053,149162398987.978,177703049242.49,216589368243.66,224964112461.511,225944267491.848,234461348665.993,183649437186.975,179594281655.137,187682164214.748,190390454064.656,189548593096.822,162137110259.921,182622711832.281,220300211327.901,236495559912.565
Algeria,DZA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7310,7150,7350,7270,7170,7370,7660,7810,8210,8430,8800,9330,9760,10480,11030,11780,12400,13240,13670,13660,14330,14670,14450,14290,14580,13690,13520,13520,13620,13800,12640,14400,15650,16790
Algeria,DZA,"Population, total",SP.POP.TOTL,11394307,11598608,11778260,11969451,12179099,12381256,12613389,12897115,13190975,13491016,13795915,14110271,14439748,14786469,15153602,15724692,16500516,17134192,17632645,18166981,18739378,19351357,20000096,20682111,21393530,22132905,22882553,23586101,24243018,24889507,25518074,26133905,26748303,27354327,27937006,28478022,28984634,29476031,29924668,30346083,30774621,31200985,31624696,32055883,32510186,32956690,33435080,33983827,34569592,35196037,35856344,36543541,37260563,38000626,38760168,39543154,40339329,41136546,41927007,42705368,43451666,44177969,44903225,45606480
American Samoa,ASM,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
American Samoa,ASM,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,75600000,77000000,67700000,68500000,79200000,84700000,105600000,127200000,139300000,151100000,166000000,178200000,189700000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,20085,20626,21272,21949,22656,23391,24122,24848,25608,26396,27075,27593,28063,28529,29012,29573,30198,30816,31428,32045,32886,34059,35367,36735,38168,39663,41221,42842,44532,46288,47818,48992,50078,51174,52288,53401,54500,55578,56603,57594,58230,58324,58177,57941,57626,57254,56837,56383,55891,55366,54849,54310,53691,52995,52217,51368,50448,49463,48424,47321,46189,45035,44273,43914
Andorra,AND,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.1175,1.0626,0.886,0.8054,0.8041,0.7971,0.7306,0.6827,0.7198,0.7543,0.7184,0.7783,0.7529,0.7527,0.9013,0.9034,0.8852,0.8468,0.8933,0.8755,0.845494138890436,0.949623753156941,0.924839558470698
Andorra,AND,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3462355542.77557,3268588339.05242,3576594870.23086,3715911789.38931,..
Andorra,AND,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63180,58660,63290,75090,..
Andorra,AND,"Population, total",SP.POP.TOTL,9443,10216,11014,11839,12690,13563,14546,15745,17079,18449,19860,21322,22832,24393,26003,27640,29294,30949,32574,34142,35611,36987,38598,40432,42181,43809,45605,47635,49654,51639,53569,55434,57283,59156,61037,62928,64147,64682,65186,65655,66097,67820,70849,73907,76933,79826,80221,78168,76055,73852,71519,70567,71013,71367,71621,71746,72540,73837,75013,76343,77700,79034,79824,80088
Angola,AGO,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.6448213941234,85.6325633779635,86.5318831538917,287.567603288386,309.568583593466,581.118594659053,241.057580028413,208.329736159133,147.285556023059,194.743081763218,223.247874685507,131.075488785439,119.007606639374,66.8015474005734,56.6608943375421,46.5316384524521,37.1535133974722,21.438320454366,20.7080709389994,20.8444196820752,31.9407466775482,35.391161439956,33.9687833340898,30.7446797465038,35.3141708977239,35.9601983394843,56.7801551072078,114.845094739887,84.9404832072628,84.2843626077274,96.5947268172003,148.119485002304,108.247761237676,60.8750194458065,..
Angola,AGO,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7288778066.3,8591895991.1,9000344458.8,10059207810.7,10571384637.8,11292755787.9,11502043062.1,10545818707.6,9948274153,10784076259.7,10673241870.4,9763465564.4,8776917205,9119036718.7,9114598189.4,9801188917.7,12238371900.2,9905180985.8,11941803690.9,15596027678.7,20277281252.9,26795572704.5,34679553283.4,36165323895.3,43350110779.1,45924334305.5,48771532654.3,57434097528.2,58745881698.6,61791490176.7,62292159789.9,65387403243.3,66086652744.9,60106552628.2,..
Angola,AGO,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.86684433333333E-08,2.873486E-08,2.86784433333333E-08,2.87520266666667E-08,2.88197766666667E-08,2.87785266666667E-08,2.882386E-08,2.884161E-08,2.872761E-08,2.85611933333333E-08,2.862511E-08,2.819112E-08,2.7052815E-08,2.451462E-08,2.54076008333333E-08,2.55521808333333E-08,2.93836233333333E-08,2.9918E-08,2.9918E-08,2.9918E-08,2.9918E-08,2.9918E-08,2.9918E-08,2.9918E-08,2.9918E-08,2.9918E-08,2.9918E-08,2.9918E-08,2.9918E-08,2.9918E-08,2.9918E-08,5.50983333333333E-08,2.51416666666667E-07,2.66016666666667E-06,5.9515E-05,0.00275022958333333,0.128029166666667,0.229040083333333,0.3928235175,2.79070616666667,10.0405441666667,22.0578616666667,43.5302066666667,74.6063008333333,83.5413625,87.1591416666667,80.3680720555556,76.70614275,75.0333541666667,79.3281666666667,91.9057203405018,93.93475,95.467955421311,96.5182794791526,98.3024168556335,120.060701665019,163.656434116579,165.915950691498,252.855747731297,364.825804980887,578.25878028011,631.441955506727,460.567511631462,685.020237761449
Angola,AGO,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3300000000,1940522875.81699,4771412762.81815,5062098717.14643,6754422454.24632,5537596419.67954,4780893222.00189,7448734939.06306,7375089140.55224,13650936249.8552,16086223620.71,21063493968.8499,32940012221.5522,46203157632.0507,57667388175.1557,74821117363.3528,63484054938.5189,75712612170.385,102092420980.521,117631162050.135,122755567484.069,127708790750.385,85895384571.8913,50010057162.8966,69161228469.5293,73313113234.9782,64488157748.8541,44145038180.9309,61051288255.5472,96358693004.0163,77036116985.7039
Angola,AGO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3000,3320,1630,1500,1260,2350,2420,2830,2820,2630,2790,2910,3380,3470,3780,4310,4730,5350,5590,5840,5950,6120,6750,7020,7510,6760,6490,6570,6790,6850,5880,6810,7320,7310
Angola,AGO,"Population, total",SP.POP.TOTL,5357195,5441333,5521400,5599827,5673199,5736582,5787044,5827503,5868203,5928386,6029700,6177049,6364731,6578230,6802494,7032713,7266780,7511895,7771590,8043218,8330047,8631457,8947152,9276707,9617702,9970621,10332574,10694057,11060261,11439498,11828638,12228691,12632507,13038270,13462031,13912253,14383350,14871146,15366864,15870753,16394062,16941587,17516139,18124342,18771125,19450959,20162340,20909684,21691522,22507674,23364185,24259111,25188292,26147002,27128337,28127721,29154746,30208628,31273533,32353588,33428486,34503774,35588987,36684202
Antigua and Barbuda,ATG,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.71429000071429,1.76190833409524,2.000000001,2.000000001,2.000000001,1.97487273321145,1.92127814947601,1.95921923598161,2.05323240851763,2.16979583233333,2.61467083283333,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
Antigua and Barbuda,ATG,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77296296.2962963,87633333.3333333,107785185.185185,131240740.740741,147377777.777778,162725925.925926,183848148.148148,211792592.592593,243644444.444444,261503703.703704,306881481.481481,379748148.148148,409666666.666667,433366666.666667,472107407.407407,495437037.037037,542696296.296296,598492592.592593,589155555.555555,652892592.592593,712237037.037037,768725925.925926,812069629.62963,856032962.962963,825674074.074074,847755555.555555,894296296.296296,967911111.111111,1088744444.44444,1240296296.2963,1414077777.77778,1484962962.96296,1318414814.81481,1230670370.37037,1211055555.55556,1240344444.44444,1255111111.11111,1318096296.2963,1353218518.51852,1392288888.88889,1455000000,1584474074.07407,1653655555.55556,1404996296.2963,1546348148.14815,1777470370.37037,1940100000
Antigua and Barbuda,ATG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11660,12680,13010,14000,14950,14290,15290,16210,16910,17460,18240,17360,17640,18850,20250,22180,25430,28140,28330,24650,22610,22290,20820,20500,20610,19640,19800,20160,23210,25220,22070,24620,28280,30350
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,55342,56245,57008,57778,58664,59644,60615,61617,62658,63742,64517,64769,64695,64463,64218,64035,63990,64117,64329,64609,64889,65076,65231,65408,65362,65048,64712,64353,63982,63636,63328,63634,64659,65834,67072,68398,69798,71218,72572,73821,75055,76215,77195,78075,78941,79869,80895,82016,83251,84534,85695,86729,87674,88497,89236,89941,90564,91119,91626,92117,92664,93219,93763,94298
Argentina,ARG,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.6483194098964,45.792039237434,61.1392440120709,51.9530681980197,56.4844126585418,48.6099404387298,93.3425049762947,46.2282372006326,35.7191930020236,30.556438109999,27.6719318453773,29.5945044681267,38.9848417579252,41.6825294657416,44.742849204167,48.5365413234134,55.0294127610094,54.2417099417586,58.4932935172091,159.890183546743,133.474955613907,114.783966038451,74.2469415660219,52.8779757006235,43.1501917496034,36.7970755463574,41.4244681423918,30.9493567310993,27.7443463568229,26.2398392717053,27.809883508059,29.8320356503375,30.3598204660502,33.3127852334432,36.0212321542443,54.8963363861405,65.2502212076743,68.0863697932461,51.5219460334964,40.0036910778865,..
Argentina,ARG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,5893191433.6,6353903964.5,6893803268.3,7374621350.5,7798525658.1,7901576052.9,9501611014.5,11675739426.3,13507657037.8,21176835027.4,27322463712.9,35809463187.8,43787004262.2,46108319454.6,49060805832.6,51156733946,52688148843.8,58722673496.6,59015245403.5,65538413075.1,62477601311.9,65672366930.1,68605638952.4,64681387080.3,75094061335.7,98773122012.7,111145506414,128251441841.7,141504501057.7,151913800711.3,150062928187.3,152649929432.5,148320192549.3,163442688409.3,167999635827.3,130788488210.2,118921233033.8,120818039247.5,129752184881.3,133695121247.7,126642436908.2,142884643038.3,139877658066.6,150225027402.1,153793761987.6,177184603465.6,181638508190.7,225925335186.1,277827089406.2,280684783388,255558142878.8,246306711414,247680809683.7,..
